Cantidad;Proveedor;Total;Temporada;Fecha;Color;Talle;Familia N1;Familia N2;Familia N3;Categorias;Art.Contenedor;Artículo;Marca
1,00;GLOBAL BRANDS S.A.;8.577,50;VERANO;02/01/2023;ROSA;39;CALZADO;SANDALIAS;SANDALIAS PLAYERAS;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643992 - 61690 RIDER SANDALIA PLAY 2022;61690 RIDER SANDALIA PLAY 2022 ROSA 39;RIDER
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);13.955,50;VERANO MODA;02/01/2023;PLATA;38;CALZADO;SANDALIAS;SANDALIAS TACO MEDIO;;AC-5522207 - 6210/655 VIZZANO SANDALIA 2019;6210/655 VIZZANO SANDALIA 2019 PLATA 38;VIZZANO
1,00;;1.047,59;CLASICO;02/01/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;GENERAC TECHNOLOGY MANAGAMENT SA;3.411,00;CLASICO;02/01/2023;VARIOS;UNICO;JUEGOS Y JUGUETES;MUÑECAS Y MUÑECOS;MUÑECA;; - ;B149 POPPI MUÑECA PEDIATRA 2021 VARIOS UNICO;POPPI
1,00;FUN TOYS S.R.L.;2.421,89;VERANO;02/01/2023;VARIOS;UNICO;JUEGOS Y JUGUETES;JUEGOS DE AGUA Y PLAYA;PISTOLA DE AGUA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023; - ;8142 BASE-X MOCHILA CON PISTOLA PELOTA 2021 VARIOS UNICO;BASE-X
4,00;FUN TOYS S.R.L.;2.663,98;VERANO;02/01/2023;VARIOS;UNICO;JUEGOS Y JUGUETES;ARMAS Y LANZADORES DE JUGUETE;LANZA AGUA;; - ;8287 BASE-X LANZA AGUA 5x25cm 2021 VARIOS UNICO;BASE-X
1,00;RIMON CASSIS E HIJOS S.A.;4.692,05;VERANO MODA;02/01/2023;NEGRO/BEIGE;38;CALZADO;OJOTAS Y CHINELAS;OJOTAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;644066 - 61667 AZALEIA OJOTA MODA 2022;61667 AZALEIA OJOTA MODA 2022 NEGRO/BEIGE 38;AZALEIA
1,00;IMPORTADORA BS AS S.R.L.(GUMMI);7.593,29;VERANO MODA;02/01/2023;ROJO;39;CALZADO;OJOTAS Y CHINELAS;CHINELA MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;641572 - SA FLORIDA GUMMI CHINELA 2021;SA FLORIDA GUMMI CHINELA 2021 ROJO 39;GUMMI
1,00;VICBOR S.R.L.;4.990,00;CLASICO;02/01/2023;NEGRO;44;CALZADO;ZAPATILLAS;DEPORTIVAS;STOCK INMOVILIZADO 2023 ;641447 - 1828/H WAKE ZAPATILLA DEP. 2021;1828/H WAKE ZAPATILLA DEP. 2021 NEGRO 44;WAKE
1,00;MIDING S.R.L.;18.989,99;CLASICO;02/01/2023;MARRON;40;CALZADO;ZAPATILLAS;URBANAS;;642711 - BRENTON KEVINGSTON ZAPATILLA URB 2022;BRENTON KEVINGSTON ZAPATILLA URB 2022 MARRON 40;KEVINGSTON
1,00;MEILY SA;11.990,00;CLASICO;02/01/2023;LILA;25;CALZADO;ZAPATILLAS;ZAPATILLAS LUCES;STOCK INMOVILIZADO 2023 ;643621 - FRZ116 FOOTY ZAPATILLA LUCES 2022;FRZ116 FOOTY ZAPATILLA LUCES 2022 LILA 25;FOOTY
1,00;MEILY SA;8.901,90;CLASICO;02/01/2023;ROSA;25;CALZADO;ZAPATILLAS;ZAPATILLAS LUCES;;643623 - PPX0996 FOOTY ZAPATILLA LUCES 2022;PPX0996 FOOTY ZAPATILLA LUCES 2022 ROSA 25;FOOTY
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);14.653,15;VERANO MODA;02/01/2023;NEGRO;37;CALZADO;SANDALIAS;SANDALIAS TACO ALTO;;643420 - 6282/455/7286 VIZZANO SANDALIA T/A 2022;6282/455/7286 VIZZANO SANDALIA T/A 2022 NEGRO 37;VIZZANO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);12.275,99;VERANO MODA;02/01/2023;BEIGE;39;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643423 - 6283/2000/19695 VIZZANO SANDALIA 2022;6283/2000/19695 VIZZANO SANDALIA 2022 BEIGE 39;VIZZANO
1,00;PABLO RODRIGO CALFAYAN( PIA VITTELLI);15.990,00;VERANO MODA;02/01/2023;NEGRO;39;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643851 - ORIANA PIAVITTELLI SANDALIA MODA 2022;ORIANA PIAVITTELLI SANDALIA MODA 2022 NEGRO 39;PIAVITTELLI
1,00;SUN SOL S.R.L;8.178,31;VERANO;02/01/2023;MARRON;40;CALZADO;OJOTAS Y CHINELAS;CHINELA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;642234 - DO1105 DOX CHINELA 2021;DO1105 DOX CHINELA 2021 MARRON 40;DOX
1,00;IMPORTADORA BS AS S.R.L.(GUMMI);8.789,00;VERANO;02/01/2023;NEGRO/GRIS;42;CALZADO;OJOTAS Y CHINELAS;CHINELA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;644441 - SA DENIM GUMMI CHINELA 2022;SA DENIM GUMMI CHINELA 2022 NEGRO/GRIS 42;GUMMI
1,00;EVAPLAS S.A. (HARENNA);4.241,50;VERANO;02/01/2023;NEGRO;37;CALZADO;OJOTAS Y CHINELAS;ZUECOS CROCS;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;628697 - 241 HARENNA ZUECO CROCS 2020;241 HARENNA ZUECO CROCS 2020 NEGRO 37;HARENNA
1,00;LOOK MANIA SA;11.327,40;CLASICO;02/01/2023;VARIOS;UNICO;JUEGOS Y JUGUETES;ARTE Y MANUALIDADES PARA NIÑOS;SET BIJOUTERIE;; - ;LOOK 46 LOOKMANIA VALIJA 3 PISOS GDE 2022 VARIOS UNICO;LOOKMANIA
1,00;DESCANSAR S.A.;16.790,00;CLASICO;02/01/2023;VARIOS;UNICO;OUTDOOR Y TIEMPO LIBRE;CAMPING;REPOSERAS;;644156 - 80001 DESCANSAR REPOSERA PLEGABLE 5 POSICIONES 2022;80001 DESCANSAR REPOSERA PLEGABLE 5 POSICIONES 2022 VARIOS UNICO;DESCANSAR
1,00;DESCANSAR S.A.;16.790,00;CLASICO;02/01/2023;VARIOS;UNICO;OUTDOOR Y TIEMPO LIBRE;CAMPING;REPOSERAS;;644156 - 80001 DESCANSAR REPOSERA PLEGABLE 5 POSICIONES 2022;80001 DESCANSAR REPOSERA PLEGABLE 5 POSICIONES 2022 VARIOS UNICO;DESCANSAR
1,00;SUN SOL S.R.L;8.178,31;VERANO;03/01/2023;NEGRO;42;CALZADO;OJOTAS Y CHINELAS;CHINELA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;641783 - DO1103 DOX CHINELA 2021;DO1103 DOX CHINELA 2021 NEGRO 42;DOX
1,00;CROMIC SRL;4.537,00;VERANO;03/01/2023;AZUL;37;CALZADO;OJOTAS Y CHINELAS;ZUECOS CROCS;;AC-1010492 - 2140 CROMIC ZUECO 2015;2140 CROMIC ZUECO 2015 AZUL 37;CROMIC
1,00;RIMON CASSIS E HIJOS S.A.;4.939,00;VERANO MODA;03/01/2023;NEGRO/BEIGE;38;CALZADO;OJOTAS Y CHINELAS;OJOTAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;644066 - 61667 AZALEIA OJOTA MODA 2022;61667 AZALEIA OJOTA MODA 2022 NEGRO/BEIGE 38;AZALEIA
1,00;RIMON CASSIS E HIJOS S.A.;2.840,50;VERANO;03/01/2023;NEGRO;40;CALZADO;OJOTAS Y CHINELAS;OJOTAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;644029 - 18537 GRENDHA OJOTA MODA 2022;18537 GRENDHA OJOTA MODA 2022 NEGRO 40;GRENDHA
-1,00;COMPRANDOENGRUPO.NET S.A.;-76.788,00;CLASICO;03/01/2023;GRIS/CAMUFLADO;UNICO;RODADOS;MONOPATINES Y PATINETAS;HOVERBOARD;;642100 - HOV002C1 KUEST HOVERBOARD 2021;HOV002C1 KUEST HOVERBOARD 2021 GRIS/CAMUFLADO UNICO;KUEST
1,00;CROMO SHOES S.R.L.;14.595,00;INVIERNO MODA;03/01/2023;SUELA;38;CALZADO;BOTAS Y BORCEGOS;BOTA TEXANA;LIQUIDACION INVIERNO 2023 ;640098 - 885 BULWARK BOTA TEXANA 2021;885 BULWARK BOTA TEXANA 2021 SUELA 38;BULWARK
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);17.795,60;VERANO MODA;03/01/2023;NEGRO;36;CALZADO;SANDALIAS;SANDALIAS TACO ALTO;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643917 - 1395/103/20076 VIZZANO SANDALIA T/A 2022;1395/103/20076 VIZZANO SANDALIA T/A 2022 NEGRO 36;VIZZANO
1,00;;1.259,99;CLASICO;03/01/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;GENERAC TECHNOLOGY MANAGAMENT SA;3.411,00;CLASICO;03/01/2023;VARIOS;UNICO;JUEGOS Y JUGUETES;MUÑECAS Y MUÑECOS;MUÑECA;; - ;B149 POPPI MUÑECA PEDIATRA 2021 VARIOS UNICO;POPPI
1,00;GENERAC TECHNOLOGY MANAGAMENT SA;3.411,00;CLASICO;03/01/2023;VARIOS;UNICO;JUEGOS Y JUGUETES;MUÑECAS Y MUÑECOS;MUÑECA;; - ;B149 POPPI MUÑECA PEDIATRA 2021 VARIOS UNICO;POPPI
1,00;EVAPLAS S.A. (HARENNA);4.241,50;VERANO;03/01/2023;ROSA;37;CALZADO;OJOTAS Y CHINELAS;ZUECOS CROCS;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;628697 - 241 HARENNA ZUECO CROCS 2020;241 HARENNA ZUECO CROCS 2020 ROSA 37;HARENNA
1,00;FRABIDEL GROUP SA (FLECHA - TOPPER);6.815,00;CLASICO;03/01/2023;JEANS;38;CALZADO;ZAPATILLAS;URBANAS;;641327 - 22304 FLECHA ZAPATILLA URB 2021;22304 FLECHA ZAPATILLA URB 2021 JEANS 38;FLECHA
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);13.640,00;VERANO MODA;03/01/2023;NEGRO;38;CALZADO;ZUECOS;ZUECOS MODA;;643920 - 6472/100/7286 VIZZANO ZUECO T/A 2022;6472/100/7286 VIZZANO ZUECO T/M 2022 NEGRO 38;VIZZANO
1,00;SCARPULLA GASTON LUIS (MAIL);2.086,00;VERANO MODA;03/01/2023;NEGRO;34;CALZADO;SANDALIAS;SANDALIAS MODA;DISCONTINUOS OFERTAS VERANO DISCONTINUOS OFERTAS VERANO;AC-5760834 - E 34 MAIL SANDALIA 2019;E 34 MAIL SANDALIA 2019 NEGRO 34;MAIL
-1,00;CIRON S.A. (SAVAGE);-10.989,00;VERANO MODA;03/01/2023;NEGRO;40;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;641962 - KIEV 901 SAVAGE SANDALIA 2021;KIEV 901 SAVAGE SANDALIA 2021 NEGRO 40;SAVAGE
-1,00;INDUSTRIAS VERSATO S.A.(VERSATO);-12.275,99;VERANO MODA;03/01/2023;NEGRO;38;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643422 - 6283/2000/21994 VIZZANO SANDALIA 2022;6283/2000/21994 VIZZANO SANDALIA 2022 NEGRO 38;VIZZANO
1,00;;1.114,99;CLASICO;03/01/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;1.349,98;CLASICO;03/01/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;1.139,99;CLASICO;03/01/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;1.349,98;CLASICO;03/01/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;EVAPLAS S.A. (HARENNA);4.241,50;VERANO;03/01/2023;VERDE AGUA;37;CALZADO;OJOTAS Y CHINELAS;ZUECOS CROCS;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;628697 - 241 HARENNA ZUECO CROCS 2020;241 HARENNA ZUECO CROCS 2020 VERDE AGUA 37;HARENNA
1,00;ANSOPAZ S.A.;8.789,00;CLASICO;03/01/2023;NEGRO/PLATA;42;CALZADO;BOTINES;BOTINES F5;;643411 - C17 ONITY BOTIN F5 2022;C17 ONITY BOTIN F5 2022 NEGRO/PLATA 42;ONITY
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);14.388,00;CLASICO;03/01/2023;BLANCO/GRIS;40;CALZADO;ZAPATILLAS;DEPORTIVAS;;641534 - 4815/102/22067 ACTVITTA ZAPATILLA DEP 2021;4815/102/22067 ACTVITTA ZAPATILLA DEP 2021 BLANCO/GRIS 40;ACTVITTA
1,00;IMPORTADORA BS AS S.R.L.(GUMMI);16.140,50;CLASICO;03/01/2023;NEGRO/FUCSIA;39;CALZADO;ZAPATILLAS;DEPORTIVAS;;641551 - ZAP G97/D GUMMI ZAPATILLA DEP 2021;ZAP G97/D GUMMI ZAPATILLA DEP 2021 NEGRO/FUCSIA 39;GUMMI
1,00;FRABIDEL GROUP SA (FLECHA - TOPPER);6.166,00;CLASICO;03/01/2023;NEGRO;42;CALZADO;ZAPATILLAS;URBANAS;;640062 - 22301 FLECHA ZAPATILLA URB 2021;22301 FLECHA ZAPATILLA URB 2021 NEGRO 42;FLECHA
1,00;MEILY SA;10.251,89;CLASICO;03/01/2023;FUCSIA;24;CALZADO;ZAPATILLAS;ZAPATILLAS LUCES;STOCK INMOVILIZADO 2023 ;640360 - WOW442 FOOTY ZAPATILLA LUCES 2021;WOW442 FOOTY ZAPATILLA LUCES 2021 FUCSIA 24;FOOTY
1,00;EZEIZA MORA HERNAN ARIEL (SIRIS);9.295,66;VERANO MODA;03/01/2023;NEGRO/PELTRE;39;CALZADO;ZUECOS;ZUECOS MODA;6-12 SIN INTERES 6-12 SIN INTERES|LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;641786 - 703 SIRIS ZUECO MODA 2021;703 SIRIS ZUECO MODA 2021 NEGRO/PELTRE 39;SIRIS
1,00;SUN SOL S.R.L;8.178,31;VERANO;03/01/2023;MARRON;42;CALZADO;OJOTAS Y CHINELAS;CHINELA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;642234 - DO1105 DOX CHINELA 2021;DO1105 DOX CHINELA 2021 MARRON 42;DOX
1,00;BLOWER S.A.;6.369,00;CLASICO;03/01/2023;VARIOS;UNICO;JUEGOS Y JUGUETES;VEHICULOS DE JUGUETE;AUTO RADIO CONTROL;;644181 - BL4100 BLOWER AUTO RADIOCONTROL 2022;BL4100 BLOWER AUTO RADIOCONTROL 2022 VARIOS UNICO;BLOWER
1,00;GENERAC TECHNOLOGY MANAGAMENT SA;3.411,00;CLASICO;03/01/2023;VARIOS;UNICO;JUEGOS Y JUGUETES;MUÑECAS Y MUÑECOS;MUÑECA;; - ;B149 POPPI MUÑECA PEDIATRA 2021 VARIOS UNICO;POPPI
1,00;FUN TOYS S.R.L.;2.960,00;VERANO;03/01/2023;VARIOS;UNICO;JUEGOS Y JUGUETES;JUEGOS DE AGUA Y PLAYA;PISTOLA DE AGUA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023; - ;8142 BASE-X MOCHILA CON PISTOLA PELOTA 2021 VARIOS UNICO;BASE-X
1,00;DESCANSAR S.A.;10.989,00;CLASICO;03/01/2023;VARIOS;UNICO;OUTDOOR Y TIEMPO LIBRE;CAMPING;REPOSERAS;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;644400 - 50008 DESCANSAR REPOSERA 2022;50008 DESCANSAR REPOSERA 2022 VARIOS UNICO;DESCANSAR
1,00;GLOBAL BRANDS S.A.;22.788,00;CLASICO;03/01/2023;GRIS/AMARILLO;47;CALZADO;ZAPATILLAS;DEPORTIVAS;;642874 - VELOZ OLYMPIKUS ZAPATILLA DEP 2022;VELOZ OLYMPIKUS ZAPATILLA DEP 2022 GRIS/AMARILLO 47;OLYMPIKUS
1,00;;502,48;CLASICO;03/01/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);10.485,15;VERANO MODA;03/01/2023;AMARILLO;38;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;629070 - 5454/101/375 MOLECA SANDALIA 2020;5454/101/375 MOLECA SANDALIA 2020 AMARILLO 38;MOLECA
1,00;DESCANSAR S.A.;2.796,30;CLASICO;03/01/2023;ROSA;UNICO;OUTDOOR Y TIEMPO LIBRE;CAMPING;JARRA TERMICA;;644165 - 2070085 DESCANSAR JARRA TERMICA 2022;2070085 DESCANSAR JARRA TERMICA 2022 ROSA UNICO;DESCANSAR
1,00;GRIMOLDI S.A.;29.988,00;CLASICO;03/01/2023;HABANO;45;CALZADO;ZAPATO;ZAPATO HOMBRES;STOCK INMOVILIZADO 2023 ;AC-5171001 - TRIP HUSH PUPPIES ZAPATO 2018;TRIP HUSH PUPPIES ZAPATO 2018 HABANO 45;HUSH PUPPIES
1,00;GLOBAL BRANDS S.A.;8.577,50;VERANO;03/01/2023;ROSA;37;CALZADO;SANDALIAS;SANDALIAS PLAYERAS;;643992 - 61690 RIDER SANDALIA PLAY 2022;61690 RIDER SANDALIA PLAY 2022 ROSA 37;RIDER
1,00;CIRON S.A. (SAVAGE);9.990,00;VERANO MODA;03/01/2023;NEGRO;39;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;641962 - KIEV 901 SAVAGE SANDALIA 2021;KIEV 901 SAVAGE SANDALIA 2021 NEGRO 39;SAVAGE
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);12.275,99;VERANO MODA;03/01/2023;NEGRO;38;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643422 - 6283/2000/21994 VIZZANO SANDALIA 2022;6283/2000/21994 VIZZANO SANDALIA 2022 NEGRO 38;VIZZANO
1,00;;614,99;CLASICO;03/01/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;580,49;CLASICO;03/01/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;GOLDMUND;22.231,75;CLASICO;03/01/2023;ROJO;UNICO;ELECTRODOMESTICOS;COCINA ELECTRO;LICUADORA;;643432 - LN800 PEABODY LICUADORA 2022;LN800 PEABODY LICUADORA 2022 ROJO UNICO;PEABODY
1,00;FRABIDEL GROUP SA (FLECHA - TOPPER);8.039,00;CLASICO;03/01/2023;BEIGE;42;CALZADO;ZAPATILLAS;URBANAS;;642428 - 22314 FLECHA ZAPATILLA URB 2022;22314 FLECHA ZAPATILLA URB 2022 BEIGE 42;FLECHA
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);13.574,55;CLASICO;03/01/2023;ROSA;20;CALZADO;ZAPATILLAS;ZAPATILLAS LUCES;STOCK INMOVILIZADO 2023 ;642614 - 2720/102/23110 MOLEKINHA ZAPATILLA DEP 2022;2720/102/23110 MOLEKINHA ZAPATILLA DEP 2022 ROSA 20;MOLEKINHA
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);12.958,00;CLASICO;03/01/2023;BLANCO;22;CALZADO;ZAPATILLAS;ZAPATILLAS LUCES;STOCK INMOVILIZADO 2023 ;642615 - 2720/102/23111 MOLEKINHA ZAPATILLA DEP 2022;2720/102/23111 MOLEKINHA ZAPATILLA DEP 2022 BLANCO 22;MOLEKINHA
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);13.640,00;VERANO MODA;03/01/2023;NEGRO;37;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643422 - 6283/2000/21994 VIZZANO SANDALIA 2022;6283/2000/21994 VIZZANO SANDALIA 2022 NEGRO 37;VIZZANO
1,00;SONNTAG NAHUEL FACUNDO;10.698,09;VERANO MODA;03/01/2023;NEGRO;36;CALZADO;SANDALIAS;SANDALIAS SNEAKERS;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;642001 - ZED ARAQUINA SANDALIA SNEAKERS 2021;ZED ARAQUINA SANDALIA SNEAKERS 2021 NEGRO 36;ARAQUINA
1,00;INTERNATIONAL BRANDS S.R.L.;7.910,10;VERANO;03/01/2023;NEGRO/ROJO;43;CALZADO;OJOTAS Y CHINELAS;OJOTAS;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;644341 - SALVADOR OLYMPIKUS OJOTA 2022;SALVADOR OLYMPIKUS OJOTA 2022 NEGRO/ROJO 43;OLYMPIKUS
1,00;EVAPLAS S.A. (HARENNA);4.241,50;VERANO;03/01/2023;NEGRO;35;CALZADO;OJOTAS Y CHINELAS;ZUECOS CROCS;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;628697 - 241 HARENNA ZUECO CROCS 2020;241 HARENNA ZUECO CROCS 2020 NEGRO 35;HARENNA
1,00;EZEIZA MORA HERNAN ARIEL (SIRIS);7.641,50;VERANO MODA;03/01/2023;ORO;38;CALZADO;ZUECOS;ZUECOS MODA;6-12 SIN INTERES 6-12 SIN INTERES|LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;641786 - 703 SIRIS ZUECO MODA 2021;703 SIRIS ZUECO MODA 2021 ORO 38;SIRIS
1,00;CIRON S.A. (SAVAGE);9.990,00;VERANO MODA;03/01/2023;NEGRO;40;CALZADO;ZUECOS;ZUECOS MODA;6-12 SIN INTERES 6-12 SIN INTERES|LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643617 - PIAVE 423 ZUECO MODA 2022;PIAVE 423 ZUECO MODA 2022EGRO 40;SAVAGE
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);13.640,00;VERANO MODA;03/01/2023;CREMA;38;CALZADO;ZUECOS;ZUECOS MODA;;643920 - 6472/100/7286 VIZZANO ZUECO T/A 2022;6472/100/7286 VIZZANO ZUECO T/M 2022 CREMA 38;VIZZANO
1,00;GLOBAL BRANDS S.A.;8.577,50;VERANO;03/01/2023;ROSA;38;CALZADO;SANDALIAS;SANDALIAS PLAYERAS;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643992 - 61690 RIDER SANDALIA PLAY 2022;61690 RIDER SANDALIA PLAY 2022 ROSA 38;RIDER
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);14.866,50;VERANO MODA;03/01/2023;CREMA;39;CALZADO;SANDALIAS;SANDALIAS TACO ALTO;6-12 SIN INTERES 6-12 SIN INTERES|LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643416 - 1395/101/7286 VIZZANO SANDALIA T/A 2022;1395/101/7286 VIZZANO SANDALIA T/A 2022 CREMA 39;VIZZANO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);14.866,50;VERANO MODA;03/01/2023;VERDE;39;CALZADO;SANDALIAS;SANDALIAS TACO ALTO;6-12 SIN INTERES 6-12 SIN INTERES|LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643416 - 1395/101/7286 VIZZANO SANDALIA T/A 2022;1395/101/7286 VIZZANO SANDALIA T/A 2022 VERDE 39;VIZZANO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);10.962,06;VERANO MODA;03/01/2023;NEGRO;36;CALZADO;SANDALIAS;SANDALIAS TACO BAJO;;643424 - 6291/900/8389 VIZZANO SANDALIA T/B 2022;6291/900/8389 VIZZANO SANDALIA T/B 2022 NEGRO 36;VIZZANO
1,00;;759,98;CLASICO;03/01/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;ZATEL ADRIAN RAMON (Target);2.898,00;COLEGIAL;03/01/2023;VARIOS;UNICO;UTILES ESCOLARES Y LIBRERIA GENERAL;ESCOLARES;CARTUCHERAS;; - ;9904 TRENDY CARTUCHERA 2022 VARIOS UNICO;TRENDY
1,00;JOSE FREIBERG S.A.C.I.;7.990,01;COLEGIAL;03/01/2023;VARIOS;UNICO;UTILES ESCOLARES Y LIBRERIA GENERAL;ESCOLARES;SET UTILES;; - ;COMBO 4to A 6to FREIBERG UTILES ESCOLARES 2021 VARIOS UNICO;FREIBERG
1,00;INDUSTRIAS G&D S.A.( MASSIMO CHIESA );16.788,00;CLASICO;03/01/2023;NEGRO;42;CALZADO;ZAPATILLAS;DEPORTIVAS;STOCK INMOVILIZADO 2023 ;641763 - GARTH STORK MAN ZAPATILLA DEP 2021;GARTH STORK MAN ZAPATILLA DEP 2021 NEGRO 42;STORK MAN
1,00;PRIMER ROUND SRL.;5.490,00;CLASICO;03/01/2023;NEGRO;40;CALZADO;ZAPATILLAS;URBANAS;STOCK INMOVILIZADO 2023 ;AC-0836129 - 8074 JAGUAR ZAPATILLA URB 2019;8074 JAGUAR ZAPATILLA URB 2019 NEGRO 40;JAGUAR
1,00;CIRON S.A. (SAVAGE);10.989,00;VERANO MODA;03/01/2023;NEGRO;40;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;641439 - KIEV 900 SAVAGE SANDALIA MODA 2021;KIEV 900 SAVAGE SANDALIA MODA 2021 NEGRO 40;SAVAGE
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);6.490,00;VERANO MODA;03/01/2023;NEGRO;39;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643607 - 5297/439/22202 MOLECA SANDALIA 2022;5297/439/22202 MOLECA SANDALIA 2022 NEGRO 39;MOLECA
1,00;JOSE FREIBERG S.A.C.I.;7.990,01;COLEGIAL;03/01/2023;VARIOS;UNICO;UTILES ESCOLARES Y LIBRERIA GENERAL;ESCOLARES;SET UTILES;; - ;COMBO 4to A 6to FREIBERG UTILES ESCOLARES 2021 VARIOS UNICO;FREIBERG
1,00;DESCANSAR S.A.;10.989,00;CLASICO;03/01/2023;VARIOS;UNICO;OUTDOOR Y TIEMPO LIBRE;CAMPING;REPOSERAS;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;644400 - 50008 DESCANSAR REPOSERA 2022;50008 DESCANSAR REPOSERA 2022 VARIOS UNICO;DESCANSAR
1,00;COMPRANDOENGRUPO.NET S.A.;76.788,00;CLASICO;03/01/2023;ROJO;UNICO;RODADOS;MONOPATINES Y PATINETAS;HOVERBOARD;;642100 - HOV002C1 KUEST HOVERBOARD 2021;HOV002C1 KUEST HOVERBOARD 2021 ROJO UNICO;KUEST
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);12.949,20;CLASICO;03/01/2023;NEGRO/CHAROL;38;CALZADO;ZAPATO;STILETTO TACO ALTO;NICO OPORTUNIDAD JUNIO ;AC-5520002 - 1143/309 VIZZANO ZAPATO T/A 2018;1143/309 VIZZANO ZAPATO T/A 2018 NEGRO/CHAROL 38;VIZZANO
